               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.017866,            0.019967,          0.00068418,             0.94072,             0.91713,             0.96021,             0.78251,            0.018609,            0.014771,           0.0010039,            0.004819,            0.004819,            0.004819
                 159,             0.01748,            0.020031,          0.00061354,             0.94032,             0.91681,             0.95995,             0.78261,            0.018613,            0.014767,          0.00098526,            0.004786,            0.004786,            0.004786
                 160,            0.017526,            0.019976,          0.00064048,             0.94067,             0.91736,             0.95987,             0.78274,            0.018617,            0.014767,          0.00096658,            0.004753,            0.004753,            0.004753
                 161,            0.017319,            0.019652,          0.00058394,             0.94057,             0.91916,             0.96007,             0.78268,            0.018619,            0.014799,          0.00095826,             0.00472,             0.00472,             0.00472
                 162,            0.017489,            0.019583,          0.00062413,             0.94028,             0.91968,                0.96,             0.78272,            0.018631,            0.014836,          0.00096779,            0.004687,            0.004687,            0.004687
                 163,            0.017494,            0.019954,          0.00065952,              0.9352,             0.92303,              0.9606,             0.78304,            0.018614,            0.014794,          0.00095494,            0.004654,            0.004654,            0.004654
                 164,            0.017219,            0.019358,          0.00064219,             0.93999,             0.91954,             0.96049,             0.78286,            0.018611,            0.014807,          0.00092461,            0.004621,            0.004621,            0.004621
                 165,            0.017358,            0.019489,          0.00065235,             0.94049,             0.91863,             0.96006,             0.78256,            0.018582,             0.01484,          0.00090855,            0.004588,            0.004588,            0.004588
                 166,            0.017225,            0.019607,          0.00063617,             0.93921,             0.91756,             0.95979,              0.7825,            0.018583,            0.014866,          0.00091381,            0.004555,            0.004555,            0.004555
                 167,            0.017154,            0.019444,           0.0006854,             0.93736,             0.91993,              0.9598,             0.78332,            0.018577,            0.014842,          0.00092303,            0.004522,            0.004522,            0.004522
                 168,            0.017248,            0.019713,          0.00062104,             0.94088,             0.91793,             0.95957,             0.78407,            0.018559,            0.014822,          0.00093178,            0.004489,            0.004489,            0.004489
                 169,            0.017091,            0.019618,          0.00060632,             0.94206,             0.91554,             0.95968,             0.78349,            0.018568,            0.014825,           0.0009298,            0.004456,            0.004456,            0.004456
                 170,            0.017207,            0.019347,          0.00064098,             0.94126,             0.91668,             0.95978,             0.78339,            0.018571,            0.014835,          0.00093909,            0.004423,            0.004423,            0.004423
                 171,             0.01714,            0.019455,          0.00062181,             0.93225,             0.92431,             0.95962,              0.7829,            0.018573,            0.014875,          0.00095688,             0.00439,             0.00439,             0.00439
                 172,            0.017161,            0.019504,          0.00066869,             0.93309,             0.92343,             0.95955,             0.78338,            0.018578,            0.014897,          0.00095161,            0.004357,            0.004357,            0.004357
                 173,            0.017503,            0.019917,          0.00061935,              0.9407,             0.91565,             0.95933,             0.78248,             0.01859,            0.014904,           0.0009454,            0.004324,            0.004324,            0.004324
                 174,            0.017188,            0.019138,          0.00070612,             0.93665,             0.91918,             0.95904,             0.78313,            0.018612,            0.014935,          0.00094513,            0.004291,            0.004291,            0.004291
                 175,            0.016839,             0.01936,          0.00063043,              0.9343,             0.92213,             0.95902,             0.78257,            0.018625,            0.014939,          0.00094452,            0.004258,            0.004258,            0.004258
                 176,            0.016957,            0.019506,          0.00058411,             0.93412,             0.92198,             0.95921,             0.78297,            0.018627,            0.014939,          0.00094307,            0.004225,            0.004225,            0.004225
                 177,            0.016958,            0.019296,          0.00064177,             0.93511,             0.92159,             0.95912,             0.78295,            0.018631,            0.014948,          0.00093898,            0.004192,            0.004192,            0.004192
                 178,             0.01687,            0.019267,          0.00062697,             0.93671,             0.92112,             0.95902,             0.78308,            0.018633,            0.014938,          0.00093591,            0.004159,            0.004159,            0.004159
                 179,             0.01701,            0.019408,          0.00059046,              0.9368,             0.91953,             0.95886,             0.78308,            0.018634,             0.01492,          0.00092137,            0.004126,            0.004126,            0.004126
                 180,            0.016769,            0.019392,          0.00062636,             0.93582,             0.92153,              0.9586,             0.78294,             0.01863,            0.014929,           0.0009145,            0.004093,            0.004093,            0.004093
                 181,            0.016916,            0.019026,          0.00058798,             0.93426,             0.92176,             0.95892,             0.78314,            0.018631,            0.014936,          0.00091682,             0.00406,             0.00406,             0.00406
                 182,            0.016681,            0.019028,          0.00061363,             0.93312,             0.92321,             0.95815,             0.78299,            0.018634,            0.014953,          0.00092419,            0.004027,            0.004027,            0.004027
                 183,            0.016683,            0.018668,          0.00056205,             0.93505,             0.92205,             0.95869,             0.78343,            0.018638,            0.014987,          0.00093613,            0.003994,            0.003994,            0.003994
                 184,            0.016901,            0.019494,          0.00062413,             0.93647,             0.92035,             0.95901,              0.7834,            0.018638,            0.014986,          0.00095115,            0.003961,            0.003961,            0.003961
                 185,            0.016646,            0.018883,          0.00063314,             0.93677,             0.92012,             0.95824,             0.78322,             0.01864,            0.014992,          0.00095523,            0.003928,            0.003928,            0.003928
                 186,            0.016708,            0.018972,           0.0006089,             0.93777,             0.91965,             0.95829,             0.78305,             0.01865,            0.015006,          0.00095937,            0.003895,            0.003895,            0.003895
                 187,            0.016565,            0.018975,          0.00056889,             0.93675,             0.92073,             0.95857,             0.78279,            0.018667,            0.015013,          0.00096846,            0.003862,            0.003862,            0.003862
                 188,            0.016624,            0.018634,          0.00058894,             0.93846,             0.91774,             0.95814,             0.78304,            0.018672,            0.015028,          0.00097943,            0.003829,            0.003829,            0.003829
                 189,            0.016732,             0.01895,          0.00064821,               0.939,             0.91638,              0.9581,             0.78292,            0.018672,            0.015037,          0.00098727,            0.003796,            0.003796,            0.003796
                 190,            0.016435,            0.018783,          0.00062117,             0.93902,             0.91633,             0.95815,             0.78294,            0.018675,            0.015047,          0.00098961,            0.003763,            0.003763,            0.003763
                 191,            0.016372,            0.018719,          0.00057306,             0.93773,             0.91854,             0.95799,             0.78269,            0.018682,            0.015048,          0.00098126,             0.00373,             0.00373,             0.00373
                 192,            0.016418,             0.01869,          0.00056892,             0.93651,             0.91921,             0.95805,             0.78306,            0.018688,            0.015055,          0.00097564,            0.003697,            0.003697,            0.003697
                 193,            0.016336,             0.01844,          0.00057859,             0.93926,             0.91613,             0.95795,             0.78256,            0.018698,            0.015067,           0.0009715,            0.003664,            0.003664,            0.003664
                 194,            0.016372,            0.018454,           0.0006154,             0.94136,             0.91378,             0.95768,             0.78329,            0.018701,            0.015072,          0.00097059,            0.003631,            0.003631,            0.003631
                 195,             0.01662,            0.018871,          0.00062049,             0.94098,             0.91444,             0.95726,             0.78274,            0.018704,            0.015072,          0.00096682,            0.003598,            0.003598,            0.003598
                 196,            0.016449,             0.01883,          0.00052393,             0.94084,             0.91406,             0.95733,             0.78279,            0.018709,             0.01508,          0.00096119,            0.003565,            0.003565,            0.003565
                 197,            0.016337,            0.018775,           0.0005795,             0.94169,             0.91281,             0.95727,             0.78309,            0.018709,            0.015082,          0.00095515,            0.003532,            0.003532,            0.003532
                 198,            0.016477,            0.018774,          0.00056179,             0.93827,             0.91477,             0.95742,             0.78286,            0.018708,            0.015085,          0.00094689,            0.003499,            0.003499,            0.003499
                 199,            0.016298,            0.018561,          0.00064856,             0.93661,              0.9166,             0.95741,             0.78287,            0.018718,            0.015089,           0.0009426,            0.003466,            0.003466,            0.003466
                 200,            0.016308,            0.018543,          0.00051929,             0.93059,             0.92287,             0.95734,             0.78297,            0.018724,            0.015096,          0.00093677,            0.003433,            0.003433,            0.003433
                 201,            0.016119,             0.01834,          0.00055197,             0.92899,              0.9247,              0.9574,             0.78278,            0.018719,            0.015101,          0.00092925,              0.0034,              0.0034,              0.0034
                 202,             0.01621,            0.018578,          0.00054044,             0.92862,             0.92462,             0.95697,             0.78326,            0.018713,            0.015109,          0.00092068,            0.003367,            0.003367,            0.003367
                 203,            0.016106,            0.018784,          0.00052861,             0.92863,             0.92479,             0.95719,             0.78304,            0.018718,             0.01512,          0.00091676,            0.003334,            0.003334,            0.003334
                 204,            0.016274,             0.01857,          0.00057828,             0.93425,             0.91974,             0.95729,             0.78324,            0.018717,            0.015123,          0.00091388,            0.003301,            0.003301,            0.003301
                 205,            0.016128,            0.018898,          0.00052166,             0.93423,             0.92024,             0.95725,             0.78319,            0.018717,            0.015143,          0.00091359,            0.003268,            0.003268,            0.003268
                 206,             0.01621,            0.018559,          0.00063555,             0.93361,             0.92124,             0.95717,             0.78354,            0.018718,             0.01516,           0.0009098,            0.003235,            0.003235,            0.003235
                 207,            0.015923,            0.018298,          0.00050067,             0.93236,             0.92188,             0.95717,             0.78394,            0.018719,            0.015178,          0.00090587,            0.003202,            0.003202,            0.003202
                 208,            0.015998,            0.018139,          0.00060227,             0.93294,             0.92168,             0.95712,             0.78386,             0.01872,            0.015195,          0.00090402,            0.003169,            0.003169,            0.003169
                 209,            0.015993,            0.018531,          0.00054767,             0.93118,             0.92278,             0.95645,              0.7839,            0.018719,            0.015209,          0.00090603,            0.003136,            0.003136,            0.003136
                 210,            0.015769,            0.018123,          0.00054925,             0.93143,             0.92387,             0.95676,             0.78374,            0.018724,            0.015214,          0.00091087,            0.003103,            0.003103,            0.003103
                 211,            0.015847,             0.01836,          0.00054696,             0.93154,             0.92423,             0.95645,             0.78356,            0.018722,            0.015231,          0.00091198,             0.00307,             0.00307,             0.00307
                 212,            0.015987,            0.018276,          0.00052789,             0.93122,             0.92336,             0.95635,             0.78348,             0.01872,            0.015235,           0.0009138,            0.003037,            0.003037,            0.003037
                 213,            0.015958,            0.018022,           0.0005568,             0.93179,             0.92381,             0.95686,             0.78388,             0.01872,            0.015239,          0.00091936,            0.003004,            0.003004,            0.003004
                 214,            0.015666,            0.018089,          0.00054927,             0.93136,             0.92478,             0.95685,              0.7838,            0.018717,            0.015247,          0.00092492,            0.002971,            0.002971,            0.002971
                 215,            0.015668,            0.018008,          0.00049642,             0.93058,             0.92526,               0.957,             0.78396,            0.018715,            0.015254,          0.00092901,            0.002938,            0.002938,            0.002938
                 216,            0.015864,            0.018296,          0.00050574,             0.93101,               0.925,             0.95667,             0.78372,            0.018718,            0.015264,          0.00093435,            0.002905,            0.002905,            0.002905
                 217,            0.015698,            0.018374,          0.00053969,              0.9319,             0.92365,             0.95698,             0.78433,            0.018717,            0.015267,          0.00093848,            0.002872,            0.002872,            0.002872
                 218,            0.015892,            0.018142,           0.0005139,             0.93264,             0.92305,             0.95672,              0.7841,            0.018718,            0.015275,           0.0009392,            0.002839,            0.002839,            0.002839
                 219,            0.015572,            0.017947,          0.00057153,             0.93304,             0.92286,             0.95676,             0.78425,            0.018717,            0.015283,          0.00094087,            0.002806,            0.002806,            0.002806
                 220,            0.015535,             0.01793,          0.00054156,             0.93331,             0.92286,             0.95675,             0.78452,            0.018718,            0.015291,          0.00094202,            0.002773,            0.002773,            0.002773
                 221,            0.015531,            0.018005,          0.00049106,             0.93269,             0.92334,             0.95671,             0.78471,             0.01872,            0.015303,          0.00094061,             0.00274,             0.00274,             0.00274
                 222,            0.015603,            0.017978,          0.00053275,             0.93212,             0.92359,              0.9566,             0.78451,            0.018719,            0.015312,          0.00094144,            0.002707,            0.002707,            0.002707
                 223,            0.015505,            0.017869,          0.00044778,             0.93205,             0.92414,             0.95662,             0.78429,            0.018716,            0.015318,          0.00094239,            0.002674,            0.002674,            0.002674
                 224,            0.015393,            0.018058,          0.00052905,             0.93111,              0.9253,             0.95686,             0.78442,            0.018712,            0.015321,          0.00094346,            0.002641,            0.002641,            0.002641
                 225,            0.015378,            0.018139,          0.00047711,              0.9311,             0.92488,             0.95673,              0.7843,            0.018713,            0.015328,          0.00094478,            0.002608,            0.002608,            0.002608
                 226,            0.015604,            0.018085,          0.00052877,             0.93067,             0.92553,             0.95675,             0.78401,            0.018713,             0.01534,          0.00094868,            0.002575,            0.002575,            0.002575
                 227,            0.015335,             0.01782,          0.00048867,             0.93106,             0.92498,             0.95663,             0.78395,            0.018712,            0.015352,          0.00094947,            0.002542,            0.002542,            0.002542
                 228,            0.015412,            0.017838,           0.0004725,             0.93209,             0.92317,             0.95668,             0.78453,            0.018715,            0.015358,          0.00095182,            0.002509,            0.002509,            0.002509
                 229,            0.015325,            0.017713,          0.00051091,             0.93141,             0.92397,             0.95683,             0.78434,             0.01872,            0.015365,          0.00095195,            0.002476,            0.002476,            0.002476
                 230,             0.01548,            0.017798,          0.00047129,             0.93073,              0.9247,             0.95646,             0.78436,            0.018722,            0.015369,          0.00095136,            0.002443,            0.002443,            0.002443
                 231,            0.015174,            0.017749,           0.0005285,             0.93073,             0.92413,             0.95626,             0.78456,            0.018721,            0.015374,          0.00095154,             0.00241,             0.00241,             0.00241
                 232,            0.015282,            0.017778,          0.00048274,             0.93158,             0.92382,              0.9564,             0.78465,            0.018723,            0.015382,          0.00095163,            0.002377,            0.002377,            0.002377
                 233,            0.015357,            0.017756,          0.00047981,             0.93151,             0.92381,             0.95642,             0.78447,            0.018724,            0.015386,          0.00095247,            0.002344,            0.002344,            0.002344
                 234,            0.015149,            0.017682,          0.00052001,             0.93215,             0.92285,             0.95631,             0.78467,            0.018729,            0.015393,          0.00095442,            0.002311,            0.002311,            0.002311
                 235,            0.015105,            0.017588,           0.0004716,             0.93277,             0.92302,             0.95686,             0.78496,            0.018732,              0.0154,          0.00095684,            0.002278,            0.002278,            0.002278
                 236,            0.015135,            0.017397,          0.00047477,             0.93256,             0.92302,             0.95689,              0.7848,            0.018736,            0.015411,          0.00095721,            0.002245,            0.002245,            0.002245
                 237,            0.014903,            0.017553,          0.00051722,             0.93202,             0.92327,             0.95685,             0.78473,            0.018739,            0.015417,          0.00095904,            0.002212,            0.002212,            0.002212
                 238,            0.015184,            0.017722,          0.00047915,             0.93168,             0.92373,             0.95681,             0.78483,             0.01874,            0.015422,          0.00096076,            0.002179,            0.002179,            0.002179
                 239,            0.015048,            0.017653,          0.00048813,             0.93193,             0.92221,             0.95688,             0.78482,            0.018739,            0.015427,          0.00096351,            0.002146,            0.002146,            0.002146
                 240,            0.014981,            0.017153,          0.00045263,             0.93254,             0.92217,             0.95682,             0.78491,             0.01874,            0.015436,          0.00096678,            0.002113,            0.002113,            0.002113
                 241,            0.015084,             0.01715,          0.00051727,              0.9318,             0.92347,             0.95687,             0.78483,            0.018742,             0.01544,          0.00096769,             0.00208,             0.00208,             0.00208
                 242,            0.015026,            0.017383,          0.00046917,             0.93181,             0.92333,              0.9569,             0.78489,            0.018741,            0.015448,          0.00096899,            0.002047,            0.002047,            0.002047
                 243,            0.015003,            0.017146,          0.00044016,             0.93259,             0.92269,             0.95685,             0.78511,            0.018741,            0.015451,          0.00097161,            0.002014,            0.002014,            0.002014
                 244,            0.014738,            0.017084,          0.00045068,             0.93305,             0.92209,             0.95676,             0.78504,            0.018742,            0.015462,          0.00097286,            0.001981,            0.001981,            0.001981
                 245,            0.014938,            0.017389,          0.00047057,             0.93495,             0.91945,             0.95667,              0.7851,            0.018742,             0.01547,          0.00097441,            0.001948,            0.001948,            0.001948
                 246,            0.014577,             0.01704,          0.00042755,             0.93495,             0.91989,             0.95667,             0.78516,            0.018743,            0.015478,          0.00097536,            0.001915,            0.001915,            0.001915
                 247,            0.014719,            0.017027,           0.0004775,             0.93374,             0.92167,             0.95665,             0.78517,            0.018746,            0.015489,          0.00097629,            0.001882,            0.001882,            0.001882
                 248,              0.0148,            0.017137,          0.00046371,             0.93387,             0.92146,             0.95666,              0.7851,            0.018748,            0.015498,          0.00097744,            0.001849,            0.001849,            0.001849
                 249,            0.014718,             0.01695,          0.00057372,             0.93411,             0.92158,             0.95673,             0.78514,             0.01875,            0.015502,          0.00097921,            0.001816,            0.001816,            0.001816
                 250,            0.014697,            0.017213,          0.00057646,             0.93372,              0.9215,             0.95679,             0.78501,            0.018753,            0.015508,           0.0009805,            0.001783,            0.001783,            0.001783
                 251,            0.014769,              0.0168,          0.00042262,             0.93402,             0.92145,             0.95678,             0.78519,            0.018757,            0.015518,          0.00098081,             0.00175,             0.00175,             0.00175
                 252,            0.014632,            0.017347,          0.00045524,             0.93394,             0.92181,              0.9567,             0.78527,            0.018759,            0.015526,          0.00098257,            0.001717,            0.001717,            0.001717
                 253,            0.014654,            0.016912,          0.00043001,             0.93489,             0.92087,             0.95675,             0.78529,            0.018763,            0.015534,          0.00098363,            0.001684,            0.001684,            0.001684
                 254,            0.014546,            0.016964,          0.00044458,             0.93494,             0.92063,             0.95675,               0.785,            0.018767,             0.01554,          0.00098502,            0.001651,            0.001651,            0.001651
                 255,            0.014557,            0.016946,          0.00044829,             0.93469,             0.92081,             0.95673,             0.78536,            0.018771,            0.015547,          0.00098626,            0.001618,            0.001618,            0.001618
                 256,            0.014339,            0.016984,          0.00044318,             0.93487,             0.92045,             0.95673,             0.78489,            0.018774,            0.015557,          0.00098743,            0.001585,            0.001585,            0.001585
                 257,             0.01438,            0.016834,          0.00043423,             0.93539,             0.92027,             0.95678,             0.78498,            0.018776,            0.015566,           0.0009889,            0.001552,            0.001552,            0.001552
                 258,            0.014443,            0.016616,           0.0004349,             0.93536,             0.92047,             0.95686,             0.78524,            0.018778,            0.015575,          0.00099086,            0.001519,            0.001519,            0.001519
                 259,            0.014362,            0.016663,          0.00040174,             0.93393,             0.92091,             0.95658,             0.78525,            0.018783,             0.01558,          0.00099272,            0.001486,            0.001486,            0.001486
                 260,            0.014365,            0.016489,          0.00045415,             0.93431,             0.92076,             0.95695,             0.78538,            0.018784,             0.01559,          0.00099309,            0.001453,            0.001453,            0.001453
                 261,             0.01433,            0.016545,          0.00044239,             0.93393,             0.92042,             0.95664,             0.78551,            0.018786,            0.015594,          0.00099477,             0.00142,             0.00142,             0.00142
                 262,            0.014331,            0.016531,          0.00047184,             0.93384,             0.92081,             0.95674,             0.78549,            0.018788,              0.0156,          0.00099601,            0.001387,            0.001387,            0.001387
                 263,            0.014257,             0.01675,          0.00045277,             0.93351,             0.92105,             0.95671,             0.78567,             0.01879,             0.01561,          0.00099768,            0.001354,            0.001354,            0.001354
                 264,            0.014242,            0.016627,          0.00043687,             0.93332,              0.9214,             0.95668,             0.78557,             0.01879,            0.015616,          0.00099939,            0.001321,            0.001321,            0.001321
                 265,            0.014197,            0.016526,          0.00045133,             0.93338,             0.92088,             0.95665,             0.78547,            0.018791,            0.015623,           0.0010007,            0.001288,            0.001288,            0.001288
                 266,             0.01427,            0.016535,          0.00046218,             0.93316,             0.92191,             0.95674,             0.78584,            0.018792,            0.015632,           0.0010028,            0.001255,            0.001255,            0.001255
                 267,            0.014287,            0.016503,          0.00042234,             0.93019,             0.92448,             0.95666,             0.78549,            0.018794,            0.015642,           0.0010047,            0.001222,            0.001222,            0.001222
                 268,            0.014062,            0.016403,          0.00042184,             0.93019,             0.92444,             0.95656,             0.78597,            0.018795,             0.01565,           0.0010059,            0.001189,            0.001189,            0.001189
                 269,             0.01405,            0.016607,          0.00050211,             0.92992,             0.92472,             0.95641,             0.78577,            0.018797,             0.01566,           0.0010078,            0.001156,            0.001156,            0.001156
                 270,            0.014112,            0.016614,          0.00041224,             0.92991,             0.92489,             0.95649,             0.78582,            0.018798,            0.015669,           0.0010093,            0.001123,            0.001123,            0.001123
                 271,            0.014048,            0.016434,          0.00041155,             0.93201,             0.92222,             0.95636,             0.78601,            0.018799,            0.015677,           0.0010104,             0.00109,             0.00109,             0.00109
                 272,            0.014012,            0.016361,          0.00043086,               0.932,             0.92232,             0.95641,             0.78598,              0.0188,            0.015687,           0.0010119,            0.001057,            0.001057,            0.001057
                 273,            0.014018,            0.016506,          0.00040116,             0.92992,             0.92448,             0.95632,             0.78608,            0.018801,            0.015696,           0.0010132,            0.001024,            0.001024,            0.001024
                 274,            0.013973,            0.016167,          0.00043162,             0.92943,             0.92444,             0.95629,             0.78604,            0.018804,            0.015706,           0.0010137,            0.000991,            0.000991,            0.000991
                 275,            0.014056,            0.016408,          0.00040224,             0.92924,             0.92445,             0.95615,             0.78615,            0.018805,            0.015714,           0.0010149,            0.000958,            0.000958,            0.000958
                 276,            0.013746,            0.016152,          0.00036996,             0.92988,             0.92444,             0.95628,             0.78594,            0.018806,            0.015722,           0.0010164,            0.000925,            0.000925,            0.000925
                 277,            0.013762,            0.016359,          0.00040911,             0.92991,             0.92427,             0.95635,              0.7859,            0.018807,            0.015731,           0.0010167,            0.000892,            0.000892,            0.000892
                 278,            0.013996,            0.016524,          0.00042815,             0.92993,             0.92427,             0.95635,             0.78601,             0.01881,            0.015738,           0.0010187,            0.000859,            0.000859,            0.000859
                 279,            0.013713,            0.016115,           0.0004133,             0.92971,             0.92449,             0.95633,             0.78649,            0.018813,            0.015746,           0.0010204,            0.000826,            0.000826,            0.000826
                 280,            0.013675,            0.016234,          0.00041109,             0.92945,             0.92476,             0.95627,             0.78624,            0.018816,            0.015754,           0.0010209,            0.000793,            0.000793,            0.000793
                 281,            0.013764,            0.016287,          0.00039907,             0.93012,             0.92468,             0.95659,             0.78642,            0.018818,            0.015761,           0.0010222,             0.00076,             0.00076,             0.00076
                 282,            0.013811,            0.016478,          0.00043802,             0.93029,             0.92428,             0.95662,             0.78627,            0.018819,            0.015769,           0.0010231,            0.000727,            0.000727,            0.000727
                 283,            0.013756,            0.015683,          0.00041359,             0.93039,             0.92444,             0.95656,             0.78645,            0.018821,            0.015779,           0.0010245,            0.000694,            0.000694,            0.000694
                 284,            0.013706,            0.016094,          0.00039344,             0.93027,             0.92397,             0.95636,             0.78625,            0.018825,            0.015789,           0.0010254,            0.000661,            0.000661,            0.000661
                 285,            0.013735,            0.016053,          0.00044821,             0.93028,             0.92387,             0.95641,             0.78629,            0.018827,            0.015796,           0.0010259,            0.000628,            0.000628,            0.000628
                 286,            0.013486,            0.015815,          0.00039253,             0.93013,             0.92389,             0.95634,             0.78594,            0.018829,            0.015807,           0.0010269,            0.000595,            0.000595,            0.000595
                 287,            0.013523,            0.015904,           0.0003333,             0.93031,             0.92414,             0.95637,             0.78583,            0.018833,            0.015817,           0.0010279,            0.000562,            0.000562,            0.000562
                 288,            0.013476,            0.015698,          0.00037693,             0.93046,             0.92437,             0.95647,             0.78558,            0.018836,            0.015827,            0.001029,            0.000529,            0.000529,            0.000529
                 289,            0.013486,            0.015774,          0.00044024,              0.9303,             0.92388,             0.95613,             0.78561,            0.018839,            0.015836,           0.0010288,            0.000496,            0.000496,            0.000496
                 290,            0.013593,            0.015789,          0.00041675,             0.93048,               0.924,             0.95629,             0.78574,            0.018842,            0.015848,           0.0010304,            0.000463,            0.000463,            0.000463
                 291,            0.013459,            0.015779,          0.00039971,             0.93044,              0.9239,             0.95615,             0.78561,            0.018845,            0.015858,            0.001032,             0.00043,             0.00043,             0.00043
                 292,            0.013365,             0.01561,          0.00037974,              0.9303,             0.92304,             0.95627,             0.78569,            0.018848,            0.015867,           0.0010339,            0.000397,            0.000397,            0.000397
                 293,            0.013546,            0.015618,          0.00040509,             0.93011,             0.92294,             0.95609,             0.78557,            0.018852,            0.015879,           0.0010355,            0.000364,            0.000364,            0.000364
                 294,            0.013279,            0.015537,          0.00036745,             0.93021,             0.92302,             0.95631,             0.78558,            0.018856,             0.01589,           0.0010369,            0.000331,            0.000331,            0.000331
                 295,            0.013377,            0.015937,          0.00037949,             0.93024,             0.92341,             0.95598,             0.78539,            0.018858,              0.0159,           0.0010391,            0.000298,            0.000298,            0.000298
                 296,            0.013276,            0.015668,           0.0003961,             0.92996,             0.92413,             0.95599,             0.78528,            0.018861,            0.015911,           0.0010405,            0.000265,            0.000265,            0.000265
                 297,            0.013074,            0.015651,          0.00037395,               0.931,             0.92274,             0.95593,             0.78541,            0.018864,            0.015924,           0.0010428,            0.000232,            0.000232,            0.000232
                 298,            0.013229,            0.015645,          0.00038134,             0.93108,             0.92273,             0.95615,             0.78505,            0.018869,            0.015934,           0.0010437,            0.000199,            0.000199,            0.000199
                 299,            0.013213,            0.015427,          0.00037955,             0.93114,             0.92261,             0.95617,             0.78509,            0.018873,            0.015947,            0.001045,            0.000166,            0.000166,            0.000166
